,      P[4],             933,      2.3%,
,      P[5],             800,      7.2%,
,      P[6],             666,     22.3%,
,      P[7],             533,     59.8%,
,----------,  Core 1   ,----------,
,      P[0],            2001-2133,      1.0%,
,      P[0],            1867-2000,      0.0%,
,      P[0],            1734-1866,      0.4%,
,      P[0],            1601-1733,      0.5%,
,      P[0],            1467-1600,      1.9%,
,      P[0],            1334-1466,      1.3%,
,      P[1],            1333,      0.6%,
,      P[2],            1200,      0.3%,
,      P[3],            1066,      0.1%,
,      P[4],             933,      0.4%,
,      P[5],             800,      2.8%,
,      P[6],             666,      7.0%,
,      P[7],             533,     83.6%,
,----------,----------,----------,----------,----------,----------------------------------------------
,          ,    North Complex   ,Residency ,          ,
,----------,----------,----------,----------,----------,----------------------------------------------
,          ,   D0i0   ,   D0i1   ,    D0i2  ,    D0i3  ,
,----------,----------,----------,----------,----------,----------------------------------------------
,   NC-00  ,     69.4%,      0.0%,      0.0%,     30.6%," GFXSLC ",
,   NC-01  ,     69.1%,      0.0%,      0.0%,     30.9%," GSDKCK ",
,   NC-02  ,     53.4%,      0.0%,      0.0%,     46.6%," GRSCD  ",
,   NC-03  ,      0.0%,      0.0%,      0.0%,    100.0%,"Video Decoder",
,   NC-04  ,     43.5%,      0.0%,      0.0%,     56.5%,"Video Encoder",
,   NC-05  ,     99.6%,      0.0%,      0.0%,      0.4%,"Display Island A",
,   NC-06  ,      0.0%,      0.0%,      0.0%,    100.0%,"Display Island B",
,   NC-07  ,     99.6%,      0.0%,      0.0%,      0.4%,"Display Island C",
,   NC-08  ,      0.0%,      0.0%,      0.0%,    100.0%,"VSP",
,   NC-09  ,    100.0%,      0.0%,      0.0%,      0.0%,"ISP",
,   NC-10  ,     99.6%,      0.0%,      0.0%,      0.4%,"MIO",
,   NC-11  ,      0.0%,      0.0%,      0.0%,    100.0%,"HDMIO ",
,   NC-12  ,     69.9%,      0.0%,      0.0%,     30.1%,"GFXSLCLDO",
,----------,----------,----------,----------,----------,-----------------------------------------------
,South Complex Device residencies of some Subsystem goes in D0i2 only(not D0i3), which are reported as D0i3 by SCU,
,----------,----------,----------,-----------------------------------------------,
,          ,   Device ,Residency ,                                               ,
,----------,----------,----------,-----------------------------------------------,
,   LSS    ,   D0i0   ,   D0i3   ,           Physical Devices                    ,
,----------,----------,----------,-----------------------------------------------,
,  LSS-00  ,      0.9%,     99.1%,PSH, I2C8, I2C9    ,
,  LSS-01  ,      0.0%,    100.0%,SDIO0        ,
,  LSS-02  ,      8.6%,     91.4%,EMMC0        ,
,  LSS-04  ,      0.0%,    100.0%,SDIO2        ,
,  LSS-05  ,      0.0%,    100.0%,MIPIHSI      ,
,  LSS-06  ,      0.0%,    100.0%,SECURITY     ,
,  LSS-07  ,      0.0%,    100.0%,SECTAP       ,
,  LSS-08  ,      0.0%,    100.0%,USBHSICRF    ,
,  LSS-09  ,      0.0%,    100.0%,USB3XHCI     ,
,  LSS-10  ,    100.0%,      0.0%,AUDIO, AUDIOFABRIC, SSP2, AUDDMA1, SSP1, SLIMBUSCTL  ,
,  LSS-17  ,      0.0%,    100.0%,SSP3         ,
,  LSS-18  ,      0.0%,    100.0%,SSP5         ,
,  LSS-19  ,      0.0%,    100.0%,SSP6         ,
,  LSS-20  ,      0.0%,    100.0%,I2C1         ,
,  LSS-21  ,      0.1%,     99.9%,I2C2         ,
,  LSS-22  ,      0.0%,    100.0%,I2C3         ,
,  LSS-23  ,     98.1%,      1.9%,I2C4         ,
,  LSS-24  ,      0.0%,    100.0%,I2C5         ,
,  LSS-25  ,      0.0%,    100.0%,GPDMA        ,
,  LSS-26  ,      0.0%,    100.0%,I2C6         ,
,  LSS-27  ,      0.0%,    100.0%,I2C7         ,
,  LSS-30  ,      0.0%,    100.0%,KPD          ,
,  LSS-35  ,    100.0%,      0.0%,SSP4         ,
,  LSS-36  ,      0.0%,    100.0%,PWM          ,
,----------,----------,----------,-----------------------------------------------,
KERNEL Wakelock AudioInLock was locked 1 time(s) for a total of 139496.9 ms
KERNEL Wakelock KeyEvents was locked 5 time(s) for a total of 0.6 ms
KERNEL Wakelock PowerManagerService.Display was locked 1 time(s) for a total of 139496.9 ms
KERNEL Wakelock PowerManagerService.WakeLocks was locked 1 time(s) for a total of 139496.9 ms
KERNEL Wakelock Sensorhubd was locked 1 time(s) for a total of 139496.9 ms
KERNEL Wakelock alarm was locked 3 time(s) for a total of 14.1 ms
KERNEL Wakelock intel_scu_ipc was locked 173 time(s) for a total of 66.9 ms
KERNEL Wakelock max17047_battery was locked 1 time(s) for a total of 56.5 ms
KERNEL Wakelock ospm_wake_lock was locked 1 time(s) for a total of 139496.9 ms
KERNEL Wakelock pmic_i2c_wake_lock was locked 3 time(s) for a total of 5.0 ms
KERNEL Wakelock pmic_wakelock was locked 1 time(s) for a total of 2582.3 ms
USER Wakelock *vibrator* was locked 5 time(s) for a total of 238.5 ms
USER Wakelock ActivityManager-Launch was locked 5 time(s) for a total of 5322.8 ms
USER Wakelock ActivityManager-Sleep was locked 1 time(s) for a total of 95.8 ms
USER Wakelock AlarmManager was locked 19 time(s) for a total of 377.3 ms
USER Wakelock AsyncService was locked 1 time(s) for a total of 4.3 ms
USER Wakelock AudioIn_1A was locked 1 time(s) for a total of 127495.5 ms
USER Wakelock AudioOut_2 was locked 6 time(s) for a total of 55802.0 ms
USER Wakelock AudioOut_3 was locked 2 time(s) for a total of 2.4 ms
USER Wakelock GeofencerStateMachine was locked 3 time(s) for a total of 2.9 ms
USER Wakelock RILJ was locked 1 time(s) for a total of 7.7 ms
USER Wakelock SCREEN_FROZEN was locked 3 time(s) for a total of 5698.5 ms
USER Wakelock ShutdownThread-cpu was locked 1 time(s) for a total of 54221.9 ms
USER Wakelock ShutdownThread-screen was locked 1 time(s) for a total of 54221.5 ms
USER Wakelock WindowManager was locked 2 time(s) for a total of 127495.5 ms
USER Wakelock babel was locked 1 time(s) for a total of 6.2 ms
USER Wakelock babel_rtcs was locked 1 time(s) for a total of 79.9 ms
USER Wakelock usb_lock was locked 1 time(s) for a total of 0.0 ms

